,id,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,handle
1979,758503716223913984,"""We all need to get out and vote for Democrats up and down the ticket, and then hold them accountable until they get the job done.” —@POTUS",False,,2016-07-28T03:25:52,,,,False,en,4080,10367,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '1536791610', 'name': 'President Obama', 'id': 1536791610, 'screen_name': 'POTUS', 'indices': [133, 139]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
666,774778026479513600,"The seriously failing @nytimes, despite so much winning and poll numbers that will soon put me in first place, only writes dishonest hits!",False,,2016-09-11T01:14:10,,,,False,en,8029,28617,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '807095', 'name': 'The New York Times', 'id': 807095, 'screen_name': 'nytimes', 'indices': [22, 30]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
911,771516282151792641,"Turns out, hosting Miss Universe pageants abroad doesn't equate to diplomatic skills. https://t.co/qsra0EJnyI",False,,2016-09-02T01:13:10,,,,False,en,1855,5066,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2chwpOu', 'expanded_url': 'http://hrc.io/2chwpOu', 'indices': [86, 109], 'url': 'https://t.co/qsra0EJnyI'}], 'hashtags': []}",,HillaryClinton
1540,762763375378071552,Even @realDonaldTrump's childcare plan gives billionaires w/ a nanny a tax break while millions of low-income households get nothing.,True,elizabethforma,2016-08-08T21:32:14,,,,False,en,6451,11515,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '357606935', 'name': 'Elizabeth Warren', 'id': 357606935, 'screen_name': 'elizabethforma', 'indices': [3, 18]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [25, 41]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2209,757767826648231936,"""When we turn on each other, we can’t unite to fight back against a rigged system.” —@ElizabethforMA #DemsInPhilly",False,,2016-07-26T02:41:43,,,,False,en,1291,4098,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '357606935', 'name': 'Elizabeth Warren', 'id': 357606935, 'screen_name': 'elizabethforma', 'indices': [85, 100]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'DemsInPhilly', 'indices': [101, 114]}]}",,HillaryClinton
5719,701033286223572992,"""@rwalkerTennesse: #SouthCarolina If you want a job next January @Vote_For_Trump today. @realDonaldTrump will work for the people.""",False,,2016-02-20T13:18:54,,,,False,en,1631,4780,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '511295199', 'name': 'Ronnie Walker', 'id': 511295199, 'screen_name': 'rwalkerTennesse', 'indices': [1, 17]}, {'id_str': '2362096318', 'name': 'Jeff 2.0', 'id': 2362096318, 'screen_name': 'VOTE_FOR_TRUMP', 'indices': [65, 80]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [88, 104]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'SouthCarolina', 'indices': [19, 33]}]}",,realDonaldTrump
865,772607185851408387,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!""",False,,2016-09-05T01:28:02,,,,False,en,5810,18922,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '1869010160', 'name': 'Kevin', 'id': 1869010160, 'screen_name': 'lblackvelvet', 'indices': [1, 14]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [16, 32]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5609,702887030892658688,"Why doesn’t @MittRomney just endorse @marcorubio already.
Should have done it before NH or Nevada where he had a little sway. Too late
now!",False,,2016-02-25T16:05:01,,,,False,en,2609,8305,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [{'id_str': '50055701', 'name': 'Mitt Romney', 'id': 50055701, 'screen_name': 'MittRomney', 'indices': [12, 23]}, {'id_str': '15745368', 'name': 'Marco Rubio', 'id': 15745368, 'screen_name': 'marcorubio', 'indices': [37, 48]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
2839,752285907168919552,"Our economy added 287,000 jobs last month—just another reminder of how far we've come under @POTUS: https://t.co/MGqgy6oloe",False,,2016-07-10T23:38:31,,,,False,en,1799,4210,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '1536791610', 'name': 'President Obama', 'id': 1536791610, 'screen_name': 'POTUS', 'indices': [92, 98]}], 'symbols': [], 'urls': [{'display_url': 'hrc.io/29rvEAf', 'expanded_url': 'http://hrc.io/29rvEAf', 'indices': [100, 123], 'url': 'https://t.co/MGqgy6oloe'}], 'hashtags': []}",,HillaryClinton
753,773884319030976512,"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters",False,,2016-09-08T14:02:54,,,,False,en,2336,7480,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
5699,701363192669331456,"Thank you @SarahPalinUSA for your amazing help and support. Big win, leaving now for Atlanta and Nevada.The people of South Carolina got it!",False,,2016-02-21T11:09:50,,,,False,en,2997,11544,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '65493023', 'name': 'Sarah Palin', 'id': 65493023, 'screen_name': 'SarahPalinUSA', 'indices': [10, 24]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
2071,758451119840460800,"“She stood up to the NRA, and Hillary Clinton pledged to take Washington back from the gun lobby.” —@ChrisMurphyCT #DemsInPhilly",False,,2016-07-27T23:56:52,,,,False,en,679,2306,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '150078976', 'name': 'Chris Murphy', 'id': 150078976, 'screen_name': 'ChrisMurphyCT', 'indices': [100, 114]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'DemsInPhilly', 'indices': [115, 128]}]}",,HillaryClinton
2117,758135085820416000,"Just like I have warned from the beginning, Crooked Hillary Clinton will betray you on the TPP. 
https://t.co/eoNTWK6I8y",False,,2016-07-27T03:01:04,,,,False,en,9899,22316,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'politico.com/story/2016/07/…', 'expanded_url': 'http://www.politico.com/story/2016/07/terry-mcauliffe-hillary-clinton-tpp-trade-226253', 'indices': [97, 120], 'url': 'https://t.co/eoNTWK6I8y'}], 'hashtags': []}",,realDonaldTrump
1287,766077240438382597,Let’s make sure it does on Election Day → https://t.co/iWKBOE1i18 https://t.co/41ebkLl4pb,False,,2016-08-18T01:00:21,,,,False,en,2182,6479,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/41ebkLl4pb', 'expanded_url': 'https://twitter.com/HillaryClinton/status/766077240438382597/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '766077120074383362', 'indices': [66, 89], 'id': 766077120074383362, 'url': 'https://t.co/41ebkLl4pb', 'media_url_https': 'https://pbs.twimg.com/media/CqGnFPSWgAIinQF.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqGnFPSWgAIinQF.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hillaryclinton.com/volunteer', 'expanded_url': 'http://hillaryclinton.com/volunteer', 'indices': [42, 65], 'url': 'https://t.co/iWKBOE1i18'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/41ebkLl4pb', 'expanded_url': 'https://twitter.com/HillaryClinton/status/766077240438382597/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '766077120074383362', 'indices': [66, 89], 'id': 766077120074383362, 'url': 'https://t.co/41ebkLl4pb', 'media_url_https': 'https://pbs.twimg.com/media/CqGnFPSWgAIinQF.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CqGnFPSWgAIinQF.jpg'}]}",HillaryClinton
1875,758862933489127425,"""Please explain to me what part of America First leads him to make Trump ties in China, not Colorado. Trump suits in Mexico, not Michigan.""",False,,2016-07-29T03:13:16,,,,False,en,3035,7891,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
817,773294567961616384,"""Clinton’s proposals would revolutionize how we treat young children in America.” https://t.co/vdJ9DuNINc",False,,2016-09-06T22:59:26,,,,False,en,896,2399,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2bVF9Or', 'expanded_url': 'http://hrc.io/2bVF9Or', 'indices': [82, 105], 'url': 'https://t.co/vdJ9DuNINc'}], 'hashtags': []}",,HillaryClinton
2031,758483865396621312,"""I want to thank my beautiful wife Anne and my three wonderful children: Nat, Woody and Annella."" —Tim https://t.co/kJuJuLXaM6",True,timkaine,2016-07-28T02:07:00,,,,False,en,1110,4547,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/kJuJuLXaM6', 'sizes': {'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}}, 'expanded_url': 'http://twitter.com/timkaine/status/758483778234781696/photo/1', 'indices': [117, 140], 'id': 758483728310083584, 'url': 'https://t.co/kJuJuLXaM6', 'source_status_id_str': '758483778234781696', 'source_user_id_str': '172858784', 'source_status_id': 758483778234781696, 'id_str': '758483728310083584', 'source_user_id': 172858784, 'media_url_https': 'https://pbs.twimg.com/media/Coas7qnWIAAueqv.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Coas7qnWIAAueqv.jpg'}], 'user_mentions': [{'id_str': '172858784', 'name': 'Senator Tim Kaine', 'id': 172858784, 'screen_name': 'timkaine', 'indices': [3, 12]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/kJuJuLXaM6', 'sizes': {'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}}, 'expanded_url': 'http://twitter.com/timkaine/status/758483778234781696/photo/1', 'indices': [117, 140], 'id': 758483728310083584, 'url': 'https://t.co/kJuJuLXaM6', 'source_status_id_str': '758483778234781696', 'source_user_id_str': '172858784', 'source_status_id': 758483778234781696, 'id_str': '758483728310083584', 'source_user_id': 172858784, 'media_url_https': 'https://pbs.twimg.com/media/Coas7qnWIAAueqv.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Coas7qnWIAAueqv.jpg'}]}",HillaryClinton
2380,756699517534212100,"""@Theresa_Cali: @realDonaldTrump General Michael Flynn will make a great Secretary of Defense when you become POTUS! #MakeAmericaSafeAgain""",False,,2016-07-23T03:56:38,,,,False,en,4296,15276,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '147756074', 'name': 'Deplorable Theresa', 'id': 147756074, 'screen_name': 'Theresa_Cali', 'indices': [1, 14]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [16, 32]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MakeAmericaSafeAgain', 'indices': [117, 138]}]}",,realDonaldTrump
3196,746895602798178304,I have never liked the media term 'mass deportation' -- but we must enforce the laws of the land!,False,,2016-06-26T02:39:23,,,,False,en,6789,22545,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
2918,750728222137024513,"We can't let Trump bankrupt America like we're one of his casinos.

Watch Hillary live from Atlantic City → https://t.co/gLIOpQTKj3",False,,2016-07-06T16:28:50,,,,False,en,873,2102,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/29hIDU4', 'expanded_url': 'http://hrc.io/29hIDU4', 'indices': [108, 131], 'url': 'https://t.co/gLIOpQTKj3'}], 'hashtags': []}",,HillaryClinton
6198,690684930259423232,Ted Cruz went down big in just released Reuters poll - what's going on? Is it Goldman Sachs/Citi loans or Canada?,False,,2016-01-22T23:58:14,,,,False,en,1725,4668,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
145,780575331996532737,"We have to build an economy that works for everyone, not just those at the top. #DebateNight https://t.co/XPTvh4Dovf",False,,2016-09-27T01:10:36,,,,False,en,2745,6299,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'snappytv.com/tc/2886661', 'expanded_url': 'http://www.snappytv.com/tc/2886661', 'indices': [93, 116], 'url': 'https://t.co/XPTvh4Dovf'}], 'hashtags': [{'text': 'DebateNight', 'indices': [80, 92]}]}",,HillaryClinton
4246,732213306065223680,"Every presidential nominee since 1976 has released their tax returns, but Trump has refused.
https://t.co/yA5xukG8x5",False,,2016-05-16T14:17:10,,,,False,en,3353,4722,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/c9cdc55a-fbe…', 'expanded_url': 'https://amp.twimg.com/v/c9cdc55a-fbeb-4ae4-bcde-544c20c7351e', 'indices': [93, 116], 'url': 'https://t.co/yA5xukG8x5'}], 'hashtags': []}",,HillaryClinton
4059,734405641893249024,BREAKING POLL: Trump Gains 11 Points on Clinton Since March=&gt; Now Leads Crooked Hillary 46-44 https://t.co/y3BGy15Erb via @gatewaypundit,True,gatewaypundit,2016-05-22T15:28:44,,,,False,en,4377,10577,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '19211550', 'name': 'Jim Hoft', 'id': 19211550, 'screen_name': 'gatewaypundit', 'indices': [3, 17]}], 'symbols': [], 'urls': [{'display_url': 'shar.es/1d46Y3', 'expanded_url': 'https://shar.es/1d46Y3', 'indices': [116, 139], 'url': 'https://t.co/y3BGy15Erb'}], 'hashtags': []}",,realDonaldTrump
3503,742443337840484352,Our diversity isn’t a liability in the fight against terrorism. It’s an asset. It makes us stronger. https://t.co/0cTpmfvA3c,False,,2016-06-13T19:47:40,,,,False,en,8950,22452,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/0cTpmfvA3c', 'expanded_url': 'http://twitter.com/HillaryClinton/status/742443337840484352/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '742442913498435584', 'indices': [101, 124], 'id': 742442913498435584, 'url': 'https://t.co/0cTpmfvA3c', 'media_url_https': 'https://pbs.twimg.com/media/Ck2v5W0UkAAugiO.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ck2v5W0UkAAugiO.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/0cTpmfvA3c', 'expanded_url': 'http://twitter.com/HillaryClinton/status/742443337840484352/photo/1', 'sizes': {'medium': {'h': 512, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'small': {'h': 340, 'resize': 'fit', 'w': 680}}, 'id_str': '742442913498435584', 'indices': [101, 124], 'id': 742442913498435584, 'url': 'https://t.co/0cTpmfvA3c', 'media_url_https': 'https://pbs.twimg.com/media/Ck2v5W0UkAAugiO.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ck2v5W0UkAAugiO.jpg'}]}",HillaryClinton
1466,763785696041730049,"It can be difficult to muster outrage as frequently as Donald Trump should cause it, but his smear against President Obama requires it.",False,,2016-08-11T17:14:35,,,,False,en,6123,17899,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
3426,743507131228368896,"“Hillary Clinton has proven herself as a champion of the labor movement."" https://t.co/STSP2CRgbp",False,,2016-06-16T18:14:48,,,,True,en,1060,3169,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'twitter.com/AFLCIO/status/…', 'expanded_url': 'https://twitter.com/AFLCIO/status/743466583557836800', 'indices': [74, 97], 'url': 'https://t.co/STSP2CRgbp'}], 'hashtags': []}",,HillaryClinton
986,770733246032347136,60% of adults experiencing mental health illnesses are untreated. It's time to close the treatment gap. https://t.co/9QIUUpOd26,False,,2016-08-30T21:21:40,,,,False,en,1910,5047,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2c6rM9u', 'expanded_url': 'http://hrc.io/2c6rM9u', 'indices': [104, 127], 'url': 'https://t.co/9QIUUpOd26'}], 'hashtags': []}",,HillaryClinton
3590,741284230823563264,"“I’m ready to jump in this fight and make sure that Hillary Clinton is the next president"" —@SenWarren: https://t.co/6MANlMY3oV",False,,2016-06-10T15:01:47,,,,False,en,1361,4633,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '970207298', 'name': 'Elizabeth Warren', 'id': 970207298, 'screen_name': 'SenWarren', 'indices': [92, 102]}], 'symbols': [], 'urls': [{'display_url': 'bos.gl/1DXZ4vD', 'expanded_url': 'http://bos.gl/1DXZ4vD', 'indices': [104, 127], 'url': 'https://t.co/6MANlMY3oV'}], 'hashtags': []}",,HillaryClinton
3004,749699315367612416,Crooked Hillary Clinton knew that her husband wanted to meet with the U.S.A.G. to work out a deal. The system is totally rigged &amp; corrupt!,False,,2016-07-03T20:20:20,,,,False,en,8802,24592,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4666,725309452837130240,"""That is how progress gets made: We have to be both dreamers and doers."" —Hillary last night in PA https://t.co/F03zCH304S",False,,2016-04-27T13:03:43,,,,False,en,1747,4068,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/F03zCH304S', 'expanded_url': 'http://twitter.com/HillaryClinton/status/725309452837130240/photo/1', 'sizes': {'medium': {'h': 383, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 653, 'resize': 'fit', 'w': 1024}, 'small': {'h': 217, 'resize': 'fit', 'w': 340}}, 'id_str': '725309189053140992', 'indices': [99, 122], 'id': 725309189053140992, 'url': 'https://t.co/F03zCH304S', 'media_url_https': 'https://pbs.twimg.com/media/ChDQ3VXW0AAbNne.png', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/ChDQ3VXW0AAbNne.png'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/F03zCH304S', 'expanded_url': 'http://twitter.com/HillaryClinton/status/725309452837130240/photo/1', 'sizes': {'medium': {'h': 383, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 653, 'resize': 'fit', 'w': 1024}, 'small': {'h': 217, 'resize': 'fit', 'w': 340}}, 'id_str': '725309189053140992', 'indices': [99, 122], 'id': 725309189053140992, 'url': 'https://t.co/F03zCH304S', 'media_url_https': 'https://pbs.twimg.com/media/ChDQ3VXW0AAbNne.png', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/ChDQ3VXW0AAbNne.png'}]}",HillaryClinton
3217,746453765935366144,Crooked Hillary called it totally wrong on BREXIT - she went with Obama - and now she is saying we need her to lead. She would be a disaster,False,,2016-06-24T21:23:40,,,,False,en,10410,30046,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
1209,767536943353696256,"""@Brainykid2010: @shl @realDonaldTrump The ad was actually very good!""",False,,2016-08-22T01:40:42,,,,False,en,2416,10189,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '2819993218', 'name': 'Luv America', 'id': 2819993218, 'screen_name': 'Brainykid2010', 'indices': [1, 15]}, {'id_str': '16347964', 'name': 'Sahil Lavingia', 'id': 16347964, 'screen_name': 'shl', 'indices': [17, 21]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [22, 38]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
651,775391163243237376,Leading charity watchdogs agree: the work of the @ClintonFdn earns the highest marks across the board. https://t.co/wOqMvnnUNS,True,ClintonFdn,2016-09-12T17:50:34,,,,False,en,1665,3218,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '75069067', 'name': 'Clinton Foundation', 'id': 75069067, 'screen_name': 'ClintonFdn', 'indices': [3, 14]}, {'id_str': '75069067', 'name': 'Clinton Foundation', 'id': 75069067, 'screen_name': 'ClintonFdn', 'indices': [65, 76]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
5006,718409541273194497,"""@WPayton344: @PaulManafort Great Interview on CNN-Being from CT- I am thrilled you are part of this Team-GO TRUMP!""",False,,2016-04-08T12:05:56,,,,False,en,2467,8080,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '4850008078', 'name': 'Donna', 'id': 4850008078, 'screen_name': 'WPayton344', 'indices': [1, 12]}, {'id_str': '711188856943411200', 'name': 'Paul Manafort', 'id': 711188856943411200, 'screen_name': 'PaulManafort', 'indices': [14, 27]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4979,718998304810512385,"""@metalmom888:  @Theresa_Cali If the GOP screws Trump, his millions will walk from the GOP never to return! They better think long and hard""",False,,2016-04-10T03:05:28,,,,False,en,4358,12272,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '715713901430591488', 'name': 'DeplorableMetalmom88', 'id': 715713901430591488, 'screen_name': 'metalmom888', 'indices': [1, 13]}, {'id_str': '147756074', 'name': 'Deplorable Theresa', 'id': 147756074, 'screen_name': 'Theresa_Cali', 'indices': [16, 29]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5073,715636703369691136,"THANK YOU, WISCONSIN! #VoteTrump 
next Tuesday, April 5th! #WIPrimary
https://t.co/4tymy651ZP https://t.co/IOBhOXeBiN",False,,2016-03-31T20:27:40,,,,False,en,5500,13843,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/IOBhOXeBiN', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/715636703369691136/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 314, 'resize': 'fit', 'w': 340}, 'large': {'h': 946, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 554, 'resize': 'fit', 'w': 600}}, 'id_str': '715636654241808384', 'indices': [94, 117], 'id': 715636654241808384, 'url': 'https://t.co/IOBhOXeBiN', 'media_url_https': 'https://pbs.twimg.com/media/Ce5zvtRVAAA0fax.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ce5zvtRVAAA0fax.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'bit.ly/1RswyojVoteTru…', 'expanded_url': 'http://bit.ly/1RswyojVoteTrumpWI', 'indices': [70, 93], 'url': 'https://t.co/4tymy651ZP'}], 'hashtags': [{'text': 'VoteTrump', 'indices': [22, 32]}, {'text': 'WIPrimary', 'indices': [59, 69]}]}","{'media': [{'display_url': 'pic.twitter.com/IOBhOXeBiN', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/715636703369691136/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 314, 'resize': 'fit', 'w': 340}, 'large': {'h': 946, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 554, 'resize': 'fit', 'w': 600}}, 'id_str': '715636654241808384', 'indices': [94, 117], 'id': 715636654241808384, 'url': 'https://t.co/IOBhOXeBiN', 'media_url_https': 'https://pbs.twimg.com/media/Ce5zvtRVAAA0fax.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ce5zvtRVAAA0fax.jpg'}, {'display_url': 'pic.twitter.com/IOBhOXeBiN', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/715636703369691136/photo/1', 'sizes': {'medium': {'h': 400, 'resize': 'fit', 'w': 600}, 'small': {'h': 227, 'resize': 'fit', 'w': 340}, 'large': {'h': 682, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '715636654292140032', 'indices': [94, 117], 'id': 715636654292140032, 'url': 'https://t.co/IOBhOXeBiN', 'media_url_https': 'https://pbs.twimg.com/media/Ce5zvtdVAAAdpFb.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ce5zvtdVAAAdpFb.jpg'}]}",realDonaldTrump
3975,735606072258531329,"Getting federal contractors to disclose emissions=important step for #ActOnClimate transparency. Good move, @POTUS 
 https://t.co/3pDL83jqdR",True,johnpodesta,2016-05-25T22:58:49,,,,True,en,312,614,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '1071777608', 'name': 'John Podesta', 'id': 1071777608, 'screen_name': 'johnpodesta', 'indices': [3, 15]}, {'id_str': '1536791610', 'name': 'President Obama', 'id': 1536791610, 'screen_name': 'POTUS', 'indices': [125, 131]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ActOnClimate', 'indices': [86, 99]}]}",,HillaryClinton
